Key;Item Type;Publication Year;Author;Title;CitationCount;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;File Attachments;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
6EGAETET;journalArticle;2024;"Ju, Bangyan; Yang, Jin; Yu, Tingting; Abdullayev, Tamerlan; Wu, Yuanyuan; Wang, Dingbang; Zhao, Yu";A study of using multimodal llms for non-crash functional bug detection in android apps;;Asia-Pacific Software Engineering Conference;;;10.1109/apsec65559.2024.00017;;Numerous approaches employing various strategies have been developed to test the graphical user interfaces (GUIs) of mobile apps. However, traditional GUI testing techniques, such as random and model-based testing, primarily focus on generating test sequences that excel in achieving high code coverage but often fail to act as effective test oracles for noncrash functional (NCF) bug detection. To tackle these limitations, this study empirically investigates the capability of leveraging large language models (LLMs) to be test oracles to detect NCF bugs in Android apps. Our intuition is that the training corpora of LLMs, encompassing extensive mobile app usage and bug report descriptions, enable them with the domain knowledge relevant to NCF bug detection. We conducted a comprehensive empirical study to explore the effectiveness of LLMs as test oracles for detecting NCF bugs in Android apps on 71 welldocumented NCF bugs. The results demonstrated that LLMs achieve a 49;2024;30.04.2025 13:51;05.05.2025 12:02;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\WT2GMQUR\Ju et al. - 2024 - A study of using multimodal llms for non-crash functional bug detection in android apps.pdf;;"1. LLM; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.6. Failure Detection; 3.2. Test Data Generation; 3.2.1. Test Oracle; 3.2.3. Test Datasets (HTML, Screenshots, UML); 3.3. Functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5GGMFJHD;journalArticle;2024;"Wang, Yue; Wang, Xu; Yu, Hongwei; Gao, Fei; Liu, Xueshi; Wang, Xiaoling";A study on C code defect detection with fine-tuned large language models;;Asia-Pacific Software Engineering Conference;;;10.1109/apsec65559.2024.00055;;Large Language Models(LLMs) have demonstrated excellent capabilities in many areas of software engineering(SE), including code completion, code generation, code understanding, code repair, etc., and the most prominent performer in this regard is ChatGPT. However, its cost of use makes the integration of ChatGPT into code defect detection techniques costly. In this paper, we focus on low-cost-of-use, fine-tunable, open-source large language models with less than 10B parameters, and study their capabilities of C code defect detection when fine-tuned with real-world data and improved with prompt engineering. We studied LLaMa3-8B, DeepSeek-Coder-7b and Qwen2-7B, as they are the typical models with prompt capabilities, whose performance in SE is close to ChatGPT, and they are open-source models. Experimental results show that our method can significantly improve the performance of LLMs within 10B parameters on code defect detection, and the output of the models can be applied to several downstream tasks, such as improving the report quality of static analysis tools.;2024;30.04.2025 13:51;05.05.2025 12:02;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 1.3. Fine-tuned / Instruction-tuned; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 4.1.2. Code Repair / Refactoring; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EU53GML2;journalArticle;2024;"Qi, Fei; Hou, Ying; Lin, Ning; Bao, Shanshan; Xu, Nuo";A survey of testing techniques based on large language models;;Proceedings of the 2024 International Conference on Computer and Multimedia Technology;;;10.1145/3675249.3675298;;;2024;30.04.2025 13:51;05.05.2025 12:02;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\W7WNMDM5\Qi et al. - 2024 - A survey of testing techniques based on large language models.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 1.3. Fine-tuned / Instruction-tuned; 2. ML; 2.2. Deep Learning; 2.2.3. Transfer / Ensemble Learning; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML); 3.4. Integration Testing; 3.5. Robustness / Non-functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3657JTLI;journalArticle;2024;"Chen, Liguo; Guo, Qi; Jia, Hongrui; Zeng, Zhengran; Wang, Xin; Xu, Yijiang; Wu, Jian; Wang, Yidong; Gao, Qing; Wang, Jindong; Ye, Wei; Zhang, Shikun";A survey on evaluating large language models in code generation tasks;;arXiv.org;;;10.48550/arxiv.2408.16498;;This paper provides a comprehensive review of the current methods and metrics used to evaluate the performance of Large Language Models (LLMs) in code generation tasks. With the rapid growth in demand for automated software development, LLMs have demonstrated significant potential in the field of code generation. The paper begins by reviewing the historical development of LLMs and their applications in code generation. Next, it details various methods and metrics for assessing the code generation capabilities of LLMs, including code correctness, efficiency, readability, and evaluation methods based on expert review and user experience. The paper also evaluates the widely used benchmark datasets, identifying their limitations and proposing directions for future improvements. Specifically, the paper analyzes the performance of code generation models across different tasks by combining multiple evaluation metrics, such as code compilation/interpretation success rates, unit test pass rates, and performance and efficiency metrics, to comprehensively assess the practical application of LLMs in code generation. Finally, the paper discusses the challenges faced in evaluating LLMs in code generation, particularly how to ensure the comprehensiveness and accuracy of evaluation methods and how to adapt to the evolving practices of software development. These analyses and discussions provide valuable insights for further optimizing and improving the application of LLMs in code generation tasks.;2024;30.04.2025 13:51;05.05.2025 12:02;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\6RUAU8ML\Chen et al. - 2024 - A survey on evaluating large language models in code generation tasks.pdf;;"1. LLM; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YQDQACHS;journalArticle;2024;"Lops, Andrea; Narducci, F.; Ragone, Azzurra; Trizio, Michelantonio; Bartolini, Claudio";A system for automated unit test generation using large language models and assessment of generated test suites;;International Conference on Software Testing, Verification and Validation Workshops;;;10.1109/icstw64639.2025.10962454;;Unit tests are fundamental for ensuring software correctness but are costly and time-intensive to design and create. Recent advances in Large Language Models (LLMs) have shown potential for automating test generation, though existing evaluations often focus on simple scenarios and lack scalability for real-world applications. To address these limitations, we present AgoneTest, an automated system for generating and assessing complex, class-level test suites for Java projects. Leveraging the Methods2Test dataset, we developed Classes2Test, a new dataset enabling the evaluation of LLM-generated tests against human-written tests. Our key contributions include a scalable automated software system, a new dataset, and a detailed methodology for evaluating test quality.;2024;30.04.2025 13:51;05.05.2025 12:02;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\ET7X4FFR\Lops et al. - 2024 - A system for automated unit test generation using large language models and assessment of generated.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.4. Test Repair; 3.1.8. Test Quality Analysis; 3.5. Robustness / Non-functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A9YL2LJW;journalArticle;2023;"Alagarsamy, Saranya; Tantithamthavorn, Chakkrit; Aleti, Aldeida";A3Test: Assertion-augmented automated test case generation;;Information and Software Technology;;;10.48550/arxiv.2302.10352;;Test case generation is an important activity, yet a time-consuming and laborious task. Recently, AthenaTest – a deep learning approach for generating unit test cases – is proposed. However, AthenaTest can generate less than one-fifth of the test cases correctly, due to a lack of assertion knowledge and test signature verification. In this paper, we propose A3Test, a DL-based test case generation approach that is augmented by assertion knowledge with a mechanism to verify naming consistency and test signatures. A3Test leverages the domain adaptation principles where the goal is to adapt the existing knowledge from an assertion generation task to the test case generation task. We also introduce a verification approach to verify naming consistency and test signatures. Through an evaluation of 5,278 focal methods from the Defects4j dataset, we find that our A3Test (1) achieves 147;2023;30.04.2025 13:51;05.05.2025 12:03;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: 4321524724 tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\2QPKMMYH\Alagarsamy et al. - 2023 - A3Test Assertion-augmented automated test case generation.pdf;;"1. LLM; 1.3. Fine-tuned / Instruction-tuned; 2. ML; 2.2. Deep Learning; 2.2.1. CNN / RNN / LSTM; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.4. Test Repair; 3.1.8. Test Quality Analysis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3L76RY26;conferencePaper;2021;"Ueda, Kiyoshi; Tsukada, Hikaru";Accuracy Improvement by Training Data Selection in Automatic Test Cases Generation Method;;2021 9th International Conference on Information and Education Technology (ICIET);978-1-6654-1933-8;;10.1109/ICIET51873.2021.9419636;https://ieeexplore.ieee.org/document/9419636/;;2021-03-27;02.05.2025 11:53;05.05.2025 12:03;02.05.2025 11:53;438-442;;;;;;;;;;;IEEE;Okayama, Japan;;https://doi.org/10.15223/policy-029;;;;DOI.org (Crossref);;;;;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.2. Test Optimization; 3.1.8. Test Quality Analysis; 3.3. Functional Testing; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2021 9th International Conference on Information and Education Technology (ICIET);;;;;;;;;;;;;;;
VXLFWXVA;journalArticle;2023;"Schäfer, Max; Nadi, Sarah; Eghbali, Aryaz; Tip, Frank";Adaptive test generation using a large language model;91;arXiv preprint arXiv:2302.06527;;;;;;2023;04.05.2025 10:40;05.05.2025 12:03;;1–21;;;;;;;;;;;;;;;;;;Google Scholar;;Publisher: Feb;;;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.5. Self-improving Prompts";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDTA96GK;journalArticle;2025;"Mani, Nariman; Attaranasl, Salma";Adaptive test healing using LLM/GPT and reinforcement learning;;International Conference on Software Testing, Verification and Validation Workshops;;;10.1109/icstw64639.2025.10962516;;Flaky tests disrupt software development pipelines by producing inconsistent results, undermining reliability and efficiency. This paper introduces a hybrid framework for adaptive test healing, combining Large Language Models (LLMs) like GPT with Reinforcement Learning (RL) to address test flakiness dynamically. LLMs analyze test logs to classify failures and extract contextual insights, while the RL agent learns optimal strategies for test retries, parameter tuning, and environment resets. Experimental results demonstrate the framework's effectiveness in reducing flakiness and improving CI/CD pipeline stability, outperforming traditional approaches. This work paves the way for scalable, intelligent test automation in dynamic development environments.;2025;30.04.2025 13:51;05.05.2025 12:03;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\L8YU3YXU\Mani and Attaranasl - 2025 - Adaptive test healing using LLMGPT and reinforcement learning.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 1.3. Fine-tuned / Instruction-tuned; 2. ML; 2.5. Reinforcement Learning Strategies; 3. Software Testing; 3.1. Test Automation; 3.1.2. Test Optimization; 3.1.4. Test Repair; 3.1.7. Self-healing Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RNDU2PE9;conferencePaper;2025;"Yoon, Juyeon; Feldt, Robert; Yoo, Shin";Adaptive Testing for LLM-Based Applications: A Diversity-Based Approach;0;2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW);;;;https://ieeexplore.ieee.org/abstract/document/10962467/;;2025;30.04.2025 12:01;05.05.2025 12:03;30.04.2025 12:01;375–382;;;;;;Adaptive Testing for LLM-Based Applications;;;;;IEEE;;;;;;;Google Scholar;;;;C:\Users\DK00747\Zotero\storage\RTAEKDLC\Yoon et al. - 2025 - Adaptive Testing for LLM-Based Applications A Div.pdf;;"3. Software Testing; 3.1. Test Automation; 3.1.4. Test Repair; 3.1.3. Test Classification; 3.1.5. Test Prioritization; 3.1.6. Failure Detection; 3.1.8. Test Quality Analysis; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J4QER43X;journalArticle;2025;"Madhumita, Ragavula; Chandana, Daravath";Advancing Software Testing: Integrating AI, Machine Learning, and Emerging Technologies;0;environments;;;;https://www.academia.edu/download/121021281/IJRESM_V8_I1_14.pdf;;2025;30.04.2025 11:59;05.05.2025 12:33;30.04.2025 11:59;9;;;7.0;;;Advancing Software Testing;;;;;;;;;;;;Google Scholar;;;;C:\Users\DK00747\Zotero\storage\HWRSJ6U5\Madhumita and Chandana - Advancing Software Testing Integrating AI, Machin.pdf;;"2. ML; 2.2. Deep Learning; 2.2.2. Autoencoders / GANs; 3. Software Testing; 3.1. Test Automation; 3.1.3. Test Classification; 3.1.5. Test Prioritization; 5. Prompt Engineering; 5.4. Visual / GUI-based Prompting";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDYSEZBB;conferencePaper;2024;"Lops, Andrea; Narducci, Fedelucio; Ragone, Azzurra; Trizio, Michelantonio";AgoneTest: Automated creation and assessment of Unit tests leveraging Large Language Models;2;Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering;;;;https://dl.acm.org/doi/abs/10.1145/3691620.3695318;;2024;30.04.2025 11:54;05.05.2025 12:04;30.04.2025 11:54;2440–2441;;;;;;AgoneTest;;;;;;;;;;;;Google Scholar;;;;C:\Users\DK00747\Zotero\storage\R9RIII8E\Lops et al. - 2024 - AgoneTest Automated creation and assessment of Un.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.4. Test Repair; 3.1.8. Test Quality Analysis; 3.3. Functional Testing; 3.1.9. Automated testing tools; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QDCEWCE6;journalArticle;2025;"Alenezi, Mamdouh; Akour, Mohammed";AI-Driven Innovations in Software Engineering: A Review of Current Practices and Future Directions;10;Applied Sciences;;;;https://www.mdpi.com/2076-3417/15/3/1344;;2025;30.04.2025 12:06;05.05.2025 12:04;30.04.2025 12:06;1344;;3.0;15.0;;;AI-Driven Innovations in Software Engineering;;;;;;;;;;;;Google Scholar;;Publisher: MDPI;;"C:\Users\DK00747\Zotero\storage\CUKI467H\1344.html; C:\Users\DK00747\Zotero\storage\U6FEUMCI\Alenezi and Akour - 2025 - AI-Driven Innovations in Software Engineering A Review of Current Practices and Future Directions.pdf";;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 1.3. Fine-tuned / Instruction-tuned; 2. ML; 2.1. Traditional Machine Learning; 2.2. Deep Learning; 2.3. Supervised / Unsupervised Learning Strategies; 2.4. Active Learning Strategies; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 4.2. Development Process Automation; 4.2.1. CI/CD; 4.2.4. Low-code / No-code Development";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F5QG3KRL;journalArticle;2024;"Leotta, Maurizio; Yousaf, H. Z.; Ricca, Filippo; Garc?a, Boni";AI-generated test scripts for web E2E testing with ChatGPT and copilot: a preliminary study;;International Conference on Evaluation & Assessment in Software Engineering;;;10.1145/3661167.3661192;;Automated testing is vital for ensuring the reliability of web applications. This paper presents a preliminary study on leveraging artificial intelligence (AI) models, specifically ChatGPT and Github Copilot, to generate test scripts for web end-to-end testing. Through experimentation, we evaluated the feasibility and effectiveness of AI language models in generating test scripts based on natural language descriptions of user interactions with web applications. Our preliminary results show that AI-based generation generally provides an advantage over fully manual test scripts development. Starting from test cases clearly defined in Gherkin, a reduction in development time is always observable. In some cases, this reduction is statistically significant (e.g., Manual vs. a particular use of ChatGPT). These results are valid provided that the tester has some skills in manual test script development and is therefore able to modify the code produced by the AI-generation tools. This study contributes to the exploration of AI-driven solutions in web test scripts generation and lays the foundation for future research in this domain.;2024;30.04.2025 13:51;05.05.2025 12:04;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\CZHMXMNC\Leotta et al. - 2024 - AI-generated test scripts for web E2E testing with ChatGPT and copilot a preliminary study.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.4. Test Repair; 3.1.8. Test Quality Analysis; 3.3. Functional Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UPPBRC6H;journalArticle;2024;"Garlapati, Anusha; Sai, Satya; Parmesh, Dr Muni; Savitha, Jaisri S";AI-powered multi-agent framework for automated unit test case generation: Enhancing software quality through llm’s;;2024 5th IEEE Global Conference for Advancement in Technology (GCAT);;;10.1109/gcat62922.2024.10923987;;"Recent years have witnessed an enormous rise in the design, repair and the enhancement of software automation tests. The reliability of program’s unit testing has major impact on its overall performance. The anticipated influence of Artificial Intelligence advancements on test automation methodologies are significant. Many studies on automated testing implicitly assume that the test results are deterministic, means that similar tests faults remain same. The precision of software is largely ensured by unit testing. But writing unit tests manually is a time-consuming process, which leads us to drive into ""Automation Analysis"". Recent years comprised the application of Large Language Models (LLM’s) in numerous fields related to software development, especially the automated creation of unit testing.However, these frameworks require more instructions, or few shot learnings on sample tests that already exist. This research provides a comprehensive empirical assessment of the efficiency of LLM’s for automating unit testing production, with no need for further manual analysis. The method we employ is put into practice for test cases, an adaptable Agents and LLM-based testing framework that evaluates test cases generated, by reviewing and re-writing them in different phases. Evaluation of this test cases was done by using mistral-large LLM Model. The analysis results that developed acquired an overall coverage of 100";2024;30.04.2025 13:51;05.05.2025 12:04;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.4. Test Repair; 3.1.8. Test Quality Analysis; 5.1. Prompting Strategies; 5.5. Self-improving Prompts";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH5S3743;journalArticle;2023;"Bayr?, Vahit; Demirel, Ece";AI-powered software testing: The impact of large language models on testing methodologies;;2023 4th International Informatics and Software Engineering Conference (IISEC);;;10.1109/iisec59749.2023.10391027;;Software testing is a crucial aspect of the software development lifecycle, ensuring the delivery of high-quality, reliable, and secure software systems. With the advancements in Artificial Intelligence (AI) and Natural Language Processing (NLP), Large Language Models (LLMs) have emerged as powerful tools capable of understanding and processing natural language texts easly. This article investigates the application of AI-based software testing, with a specific focus on the impact of LLMs in traditional testing methodologies. Through a comprehensive review of relevant literature and SeturDigital’s 25 year testing experience, this article explores the potential benefits, challenges, and prospects of integrating LLMs into software testing.;2023;30.04.2025 13:51;05.05.2025 12:04;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.3. Functional Testing; 3.4. Integration Testing; 3.5. Robustness / Non-functional Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9RH4GMRH;journalArticle;2023;"Nguyen, C.; Bui, Huy; Nguyen, Vu-Loc; Nguyen, Tien";An approach to generating API test scripts using GPT;;Symposium on Information and Communication Technology;;;10.1145/3628797.3628947;;As more software systems publish and use web services or APIs today, automated API testing is an important activity to help effectively ensure the quality of software services before they are released for their usage. Generating test scripts and data is a crucial step to perform API test automation successfully. In this paper, we propose an approach leveraging GPT, a large language model, and API’s Swagger specification to automatically generate test scripts and test data for API testing. Our approach also applies GPT’s self-refining with the feedback by executing tests on Katalon. We evaluate our proposed approach using a data set of seven APIs consisting of 157 endpoints and 179 operations. The result shows that while our approach generates fewer test scripts and data inputs, it can cover more successful status codes of 2xx than a state-of-the-art tool. This result suggests that leveraging the ability of GPT as a large language model to interpret API’s Swagger specification has the potential for improving the efficacy of generating test scripts and data for API testing.;2023;30.04.2025 13:51;05.05.2025 12:04;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\UFCJDSM4\Nguyen et al. - 2023 - An approach to generating API test scripts using GPT.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.4. Integration Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBMHWI4S;journalArticle;2023;"Guilherme, Vitor; Vincenzi, Auri Marcelo Rizzo";An initial investigation of ChatGPT unit test generation capability;;Brazilian Symposium on Systematic and Automated Software Testing;;;10.1145/3624032.3624035;;Context: Software testing ensures software quality, but developers often disregard it. The use of automated testing generation is pursued to reduce the consequences of overlooked test cases in a software project. Problem: In the context of Java programs, several tools can completely automate generating unit test sets. Additionally, studies are conducted to offer evidence regarding the quality of the generated test sets. However, it is worth noting that these tools rely on machine learning and other AI algorithms rather than incorporating the latest advancements in Large Language Models (LLMs). Solution: This work aims to evaluate the quality of Java unit tests generated by an OpenAI LLM algorithm, using metrics like code coverage and mutation test score. Method: For this study, 33 programs used by other researchers in the field of automated test generation were selected. This approach was employed to establish a baseline for comparison purposes. For each program, 33 unit test sets were generated automatically, without human interference, by changing Open AI API parameters. After executing each test set, metrics such as code line coverage, mutation score, and success rate of test execution were collected to evaluate the efficiency and effectiveness of each set. Summary of Results: Our findings revealed that the OpenAI LLM test set demonstrated similar performance across all evaluated aspects compared to traditional automated Java test generation tools used in the previous research. These results are particularly remarkable considering the simplicity of the experiment and the fact that the generated test code did not undergo human analysis.;2023;30.04.2025 13:51;05.05.2025 12:04;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: 4387711873 tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\ILWLFZ74\Guilherme and Vincenzi - 2023 - An initial investigation of ChatGPT unit test generation capability.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.4. Integration Testing; 3.3. Functional Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y57XCQDA;journalArticle;2025;"Lönnfält, Albin; Tu, Viktor; Gay, Gregory; Singh, Animesh; Tahvili, Sahar";An intelligent test management system for optimizing decision making during software testing;;Journal of Systems and Software;;;10.1016/j.jss.2024.112202;;;2025;30.04.2025 13:51;05.05.2025 12:04;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\5B26FAR6\Lönnfält et al. - 2025 - An intelligent test management system for optimizing decision making during software testing.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.3. Fine-tuned / Instruction-tuned; 2. ML; 2.1. Traditional Machine Learning; 2.1.1. SVM / Decision Trees / Random Forest; 2.3. Supervised / Unsupervised Learning Strategies; 3. Software Testing; 3.1. Test Automation; 3.1.3. Test Classification; 3.1.5. Test Prioritization";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
